date,latitude,longitude,altitude_m,ndvi,albedo,cloud_cover_pct,humidity_pct,insolation_wm2,day_of_year,month,year,lst_celsius
2019-05-23,38.7045,-21.9061,203.1,0.5234,0.2083,51.65,59.88,257.62,143,5,2019,22.634
2019-05-24,53.976,124.9088,592.6,0.7132,0.1441,54.7,73.8,274.39,144,5,2019,13.198
2019-05-25,27.0863,141.5125,536.2,0.7416,0.1453,46.71,61.4,317.9,145,5,2019,20.652
2019-05-26,13.6098,-157.5153,243.1,0.5009,0.1639,18.48,65.4,338.78,146,5,2019,36.614
2019-05-27,-9.8108,138.0473,435.5,0.8045,0.1629,57.4,52.72,311.02,147,5,2019,38.013
2019-05-28,51.9274,-18.6051,711.8,0.8797,0.2356,36.43,50.78,303.22,148,5,2019,13.093
2019-05-29,43.9277,3.7557,648.9,0.6406,0.0902,47.14,63.16,264.33,149,5,2019,16.556
2019-05-30,-54.5738,45.5733,157.2,0.5535,0.2204,38.87,55.46,307.74,150,5,2019,11.928
2019-05-31,-56.836,153.4977,628.1,0.8924,0.193,24.91,89.48,274.28,151,5,2019,4.656
2019-06-01,-14.8244,-173.1182,274.1,0.5156,0.1352,46.99,45.59,284.19,152,6,2019,29.668
2019-06-02,37.2664,-8.3364,329.1,0.6279,0.1546,59.37,59.62,267.07,153,6,2019,17.966
2019-06-03,58.4731,67.5799,329.3,0.6121,0.2022,43.09,67.47,236.04,154,6,2019,7.967
2019-06-04,-41.95,80.1745,239.9,0.7461,0.05,83.55,67.67,207.69,155,6,2019,13.671
2019-06-05,11.2957,69.3117,776.7,0.6667,0.1499,62.97,50.64,289.8,156,6,2019,27.053
2019-06-06,-14.2931,-131.6034,266.5,0.575,0.1442,24.94,57.92,316.66,157,6,2019,31.696
2019-06-07,56.3897,-72.2176,147.8,0.4836,0.2425,14.99,57.55,252.19,158,6,2019,9.698
2019-06-08,41.0543,-50.8624,142.6,0.5598,0.165,3.72,66.19,330.68,159,6,2019,21.779
2019-06-09,40.5994,109.5974,371.5,0.4891,0.196,73.66,83.73,204.14,160,6,2019,13.367
2019-06-10,-3.7568,-79.6464,791.7,0.6136,0.2727,8.69,61.18,356.31,161,6,2019,38.826
2019-06-11,-10.2217,-104.1462,541.2,0.5462,0.2484,8.91,74.63,350.01,162,6,2019,32.767
2019-06-12,-27.1912,164.6813,40.2,0.4389,0.2509,60.16,73.24,277.99,163,6,2019,21.65
2019-06-13,-53.2349,-176.8092,1294.1,0.6799,0.1967,10.64,65.32,311.22,164,6,2019,5.302
2019-06-14,43.7667,179.2155,405.9,0.512,0.2448,17.42,36.15,316.01,165,6,2019,17.825
2019-06-15,37.5481,63.6557,810.2,0.4371,0.2048,57.65,53.55,226.38,166,6,2019,13.283
2019-06-16,59.9661,118.2489,239.3,0.5129,0.2203,62.02,79.74,220.56,167,6,2019,2.178
2019-06-17,59.5964,-73.937,513.3,0.5321,0.2516,28.05,57.23,294.7,168,6,2019,8.202
2019-06-18,6.6518,-174.8465,635.8,0.3944,0.1855,33.68,75.97,277.51,169,6,2019,23.44
2019-06-19,32.2785,85.633,787.3,0.5824,0.2973,97.9,74.68,216.22,170,6,2019,9.703
2019-06-20,53.3719,120.2921,722.9,0.4145,0.2242,53.85,52.76,211.87,171,6,2019,6.034
2019-06-21,41.9577,86.5714,648.9,0.7,0.2606,56.5,59.24,214.12,172,6,2019,9.825
2019-06-22,-30.3182,-128.5739,174.0,0.5882,0.3014,12.41,59.02,312.72,173,6,2019,20.728
2019-06-23,-5.9347,91.2341,71.3,0.5038,0.2795,61.85,62.71,257.16,174,6,2019,28.44
2019-06-24,-44.5009,96.8122,433.0,0.436,0.1656,69.08,49.9,225.1,175,6,2019,7.723
2019-06-25,54.4861,57.0746,673.3,0.4817,0.2623,74.84,63.82,167.02,176,6,2019,3.79
2019-06-26,12.741,95.8017,210.9,0.5878,0.2784,37.56,54.03,282.57,177,6,2019,24.449
2019-06-27,-32.5629,124.5317,726.1,0.5056,0.2845,52.79,65.26,225.34,178,6,2019,12.597
2019-06-28,20.6041,40.8975,881.0,0.4906,0.1856,59.79,62.88,205.11,179,6,2019,17.337
2019-06-29,14.1754,-148.1023,66.5,0.5163,0.2106,38.24,52.72,250.07,180,6,2019,24.001
2019-06-30,-17.0205,-4.454,34.8,0.4436,0.2957,38.55,83.85,250.88,181,6,2019,21.723
2019-07-01,-46.3731,-152.0462,243.8,0.4379,0.2108,38.76,70.24,254.59,182,7,2019,6.383
2019-07-02,20.5888,-33.2845,423.0,0.2831,0.2359,16.89,66.81,317.47,183,7,2019,23.794
2019-07-03,2.4369,-33.4417,90.2,0.5902,0.3323,52.35,62.86,215.18,184,7,2019,25.203
2019-07-04,32.6782,-156.2365,840.9,0.5018,0.2528,46.83,63.65,247.34,185,7,2019,8.988
2019-07-05,2.4196,-54.4246,469.6,0.4052,0.2224,3.56,72.32,291.71,186,7,2019,25.097
2019-07-06,42.2618,-140.0407,315.8,0.6413,0.2145,11.03,67.1,297.37,187,7,2019,8.927
2019-07-07,6.2288,110.9647,274.4,0.4804,0.2804,42.97,85.51,240.76,188,7,2019,27.308
2019-07-08,7.3126,161.1677,226.3,0.3627,0.1996,56.63,64.3,210.28,189,7,2019,24.899
2019-07-09,45.1984,-153.9661,412.4,0.5182,0.251,11.95,75.59,294.23,190,7,2019,8.481
2019-07-10,-11.5821,163.8415,553.0,0.4947,0.2878,40.6,64.53,240.28,191,7,2019,18.801
2019-07-11,-43.9182,8.1276,705.1,0.4633,0.3323,49.65,64.55,214.56,192,7,2019,5.693
2019-07-12,-56.5461,-72.1564,236.7,0.3593,0.2981,19.97,46.92,209.65,193,7,2019,0.863
2019-07-13,30.6165,-152.3297,1597.2,0.4728,0.2394,34.6,49.21,269.03,194,7,2019,9.226
2019-07-14,14.4371,0.2247,1223.2,0.4073,0.3396,24.09,42.45,287.57,195,7,2019,14.6
2019-07-15,24.4896,106.0256,227.4,0.4782,0.2662,68.15,57.69,200.58,196,7,2019,12.637
2019-07-16,-34.4443,74.5511,257.5,0.2185,0.2185,50.08,77.95,191.04,197,7,2019,9.508
2019-07-17,-43.6354,-161.9186,698.2,0.3506,0.2698,28.92,54.4,270.89,198,7,2019,7.183
2019-07-18,-58.2546,-153.7553,981.3,0.5414,0.3438,34.72,46.08,213.08,199,7,2019,-2.086
2019-07-19,-17.9295,-34.9656,355.2,0.3301,0.3003,30.08,57.68,246.15,200,7,2019,14.594
2019-07-20,10.7901,-73.6954,414.6,0.3446,0.2964,21.16,47.67,315.27,201,7,2019,21.151
2019-07-21,-12.9307,-96.3416,51.2,0.3545,0.3797,8.86,80.66,271.82,202,7,2019,20.391
2019-07-22,-7.503,-78.8384,533.1,0.2747,0.2295,15.89,50.54,289.84,203,7,2019,20.365
2019-07-23,48.499,109.2538,498.7,0.1376,0.2214,58.91,60.56,204.7,204,7,2019,2.631
2019-07-24,-18.2093,154.5221,727.9,0.3593,0.2227,27.98,69.83,260.33,205,7,2019,8.002
2019-07-25,1.6787,-34.163,179.9,0.3961,0.3273,21.83,60.22,268.52,206,7,2019,23.145
2019-07-26,34.0384,146.2,626.5,0.3555,0.3089,56.94,63.03,208.96,207,7,2019,3.459
2019-07-27,-12.4149,-64.2615,643.2,0.3563,0.3891,2.82,47.18,293.48,208,7,2019,11.673
2019-07-28,14.6504,-8.4827,31.3,0.3696,0.3258,54.4,91.38,208.12,209,7,2019,10.95
2019-07-29,43.4836,-98.6296,507.4,0.4387,0.2792,39.27,70.53,251.05,210,7,2019,3.777
2019-07-30,53.9425,50.5714,358.0,0.2991,0.2915,36.77,58.69,192.03,211,7,2019,-2.311
2019-07-31,-42.3512,172.4332,617.3,0.2713,0.3095,63.0,48.44,204.53,212,7,2019,4.439
2019-08-01,51.1905,37.2575,251.2,0.2848,0.2133,49.95,60.79,215.06,213,8,2019,3.07
2019-08-02,-0.946,-51.1869,116.9,0.4038,0.4626,30.69,62.92,254.38,214,8,2019,23.512
2019-08-03,-29.0107,53.2143,236.3,0.4701,0.3453,48.57,85.39,230.41,215,8,2019,7.912
2019-08-04,-4.9037,-135.7486,151.8,0.2739,0.3417,39.89,50.95,222.46,216,8,2019,20.595
2019-08-05,57.6039,139.9173,239.2,0.2962,0.3256,58.97,63.68,141.95,217,8,2019,-13.558
2019-08-06,-0.8858,1.1102,14.1,0.3623,0.3712,28.18,66.85,238.41,218,8,2019,18.997
2019-08-07,-20.5498,-18.2341,508.5,0.2187,0.3252,16.26,55.57,234.88,219,8,2019,11.849
2019-08-08,16.0081,30.9113,428.7,0.3183,0.3049,28.37,58.85,221.68,220,8,2019,15.091
2019-08-09,-31.1825,44.9222,367.2,0.155,0.3587,56.94,56.43,164.56,221,8,2019,4.314
2019-08-10,-50.8964,-154.1607,98.1,0.0981,0.3286,39.87,69.22,198.31,222,8,2019,-5.764
2019-08-11,-44.5344,65.7422,227.4,0.3159,0.2779,68.0,69.0,155.31,223,8,2019,0.2
2019-08-12,-44.6345,-92.9046,570.8,0.2368,0.3907,18.26,60.36,193.58,224,8,2019,1.756
2019-08-13,-41.7717,77.0229,371.4,0.295,0.3392,42.13,29.99,219.48,225,8,2019,5.054
2019-08-14,-43.3407,116.1125,871.5,0.2673,0.3605,47.73,55.27,240.33,226,8,2019,-0.973
2019-08-15,16.905,109.4251,289.7,0.1906,0.4188,76.15,42.91,170.05,227,8,2019,8.058
2019-08-16,-38.1744,18.9003,65.6,0.263,0.3341,39.21,70.74,204.6,228,8,2019,4.951
2019-08-17,-18.5199,7.2612,431.6,0.1568,0.3677,44.68,71.41,202.1,229,8,2019,7.967
2019-08-18,47.6146,-128.5647,801.1,0.3882,0.3641,8.23,46.48,243.01,230,8,2019,-0.954
2019-08-19,-3.1246,99.1246,120.7,0.1424,0.3245,64.8,58.42,174.12,231,8,2019,16.917
2019-08-20,20.1069,-82.2926,23.1,0.2491,0.3585,13.32,58.64,246.83,232,8,2019,12.416
2019-08-21,-39.3216,-1.1896,487.6,0.1445,0.3447,55.29,67.93,164.05,233,8,2019,-5.493
2019-08-22,-36.9253,-77.6613,341.4,0.305,0.2949,32.07,61.93,249.16,234,8,2019,2.396
2019-08-23,-55.0958,-131.8218,1116.8,0.1889,0.4332,17.66,64.31,203.04,235,8,2019,-9.737
2019-08-24,-39.7278,46.6408,410.9,0.1867,0.2713,52.64,61.71,197.26,236,8,2019,-2.625
2019-08-25,-26.5692,-160.4405,291.1,0.3333,0.2931,25.04,64.72,223.51,237,8,2019,9.322
2019-08-26,-38.7587,89.5123,428.8,0.2364,0.411,38.71,58.98,240.78,238,8,2019,1.107
2019-08-27,-49.3557,-65.6688,295.6,0.2694,0.3662,8.91,69.13,252.01,239,8,2019,-4.199
2019-08-28,-45.5237,-179.9515,25.2,0.1216,0.2864,42.96,44.68,187.07,240,8,2019,2.434
2019-08-29,-4.7065,4.0065,629.3,0.1061,0.4065,46.28,53.54,187.31,241,8,2019,10.796
2019-08-30,-35.24,-163.1333,390.3,0.2365,0.4279,36.43,58.18,205.17,242,8,2019,3.916
2019-08-31,-16.2876,-80.579,307.0,0.2056,0.3726,15.74,66.76,213.49,243,8,2019,10.911
2019-09-01,0.4101,74.5115,90.1,0.3016,0.5105,73.27,62.8,134.49,244,9,2019,13.763
2019-09-02,22.8474,-157.4317,821.4,0.2206,0.2853,33.28,41.7,172.77,245,9,2019,2.659
2019-09-03,-55.2825,122.1619,565.9,0.2114,0.3604,67.48,55.81,135.16,246,9,2019,-12.55
2019-09-04,35.9292,-178.6248,78.8,0.0503,0.417,12.91,48.99,238.91,247,9,2019,2.273
2019-09-05,15.348,-91.1434,700.7,0.4146,0.4251,0.0,38.53,263.08,248,9,2019,8.681
2019-09-06,-50.1889,86.7255,101.0,0.1748,0.3271,64.22,69.25,118.43,249,9,2019,-9.138
2019-09-07,44.8294,-66.1427,12.8,0.2658,0.333,0.34,70.91,251.2,250,9,2019,-2.283
2019-09-08,50.5047,-143.3187,3.9,0.103,0.3603,24.87,66.67,227.63,251,9,2019,-3.661
2019-09-09,-52.6706,-50.3158,408.4,0.2126,0.3753,20.08,71.15,219.83,252,9,2019,-5.147
2019-09-10,-26.7747,-82.6584,488.6,0.0782,0.4054,43.97,47.59,175.66,253,9,2019,-1.265
2019-09-11,36.7442,123.3763,432.5,0.2428,0.4152,62.7,44.06,151.2,254,9,2019,1.589
2019-09-12,29.7912,-67.1947,191.4,0.167,0.3224,24.05,59.77,206.53,255,9,2019,3.365
2019-09-13,-37.8575,104.0157,530.2,0.196,0.3514,71.96,52.49,132.12,256,9,2019,-7.493
2019-09-14,-34.8781,141.074,265.6,0.2645,0.3209,58.09,52.88,168.93,257,9,2019,1.51
2019-09-15,-15.5433,-23.8257,239.9,0.0843,0.3698,25.06,57.29,261.27,258,9,2019,8.69
2019-09-16,-1.8572,147.5795,169.3,0.1413,0.4458,66.79,54.17,137.4,259,9,2019,12.114
2019-09-17,14.1906,-44.1655,117.0,0.2513,0.3967,9.42,44.91,231.59,260,9,2019,11.988
2019-09-18,-15.7304,167.0682,168.9,0.4135,0.5212,49.32,61.32,176.76,261,9,2019,5.591
2019-09-19,-4.4958,-147.8558,485.7,0.1922,0.4061,6.15,45.19,228.61,262,9,2019,16.597
2019-09-20,29.6965,67.3269,79.8,0.2513,0.381,61.51,66.15,180.84,263,9,2019,0.464
2019-09-21,-55.598,-2.2269,426.5,0.1502,0.3388,42.12,50.05,140.02,264,9,2019,-14.706
2019-09-22,-29.7076,-40.4464,54.1,0.3846,0.3469,52.17,78.0,161.89,265,9,2019,2.814
2019-09-23,25.602,47.7763,372.4,0.0183,0.3811,31.34,70.82,219.99,266,9,2019,-1.286
2019-09-24,47.4248,73.3886,821.3,0.1793,0.4072,50.15,58.06,169.25,267,9,2019,-13.777
2019-09-25,1.4013,-178.4292,534.5,0.039,0.4049,51.79,37.25,156.29,268,9,2019,15.203
2019-09-26,3.8536,-119.8969,135.0,0.0,0.3594,27.69,73.03,217.55,269,9,2019,9.937
2019-09-27,-47.1394,76.6966,402.9,0.1985,0.3055,62.17,73.68,174.99,270,9,2019,-14.954
2019-09-28,-6.3105,59.8987,203.7,0.2137,0.3764,42.96,61.41,189.87,271,9,2019,13.627
2019-09-29,3.9141,167.7771,303.2,0.1714,0.4033,35.37,72.11,180.96,272,9,2019,10.749
2019-09-30,-30.9035,93.9736,169.8,0.1752,0.4384,78.63,55.44,141.19,273,9,2019,-2.071
2019-10-01,-27.6908,162.2782,234.3,0.4984,0.3158,45.32,47.79,173.99,274,10,2019,4.112
2019-10-02,-14.7259,72.9146,384.8,0.1709,0.3791,64.75,50.04,167.79,275,10,2019,7.024
2019-10-03,-57.5915,-72.7012,97.3,0.2048,0.3376,19.18,79.93,250.93,276,10,2019,-11.358
2019-10-04,-21.3505,-142.0686,106.4,0.1286,0.2978,9.96,46.07,183.05,277,10,2019,12.568
2019-10-05,-34.6262,101.4566,255.4,0.2125,0.3315,73.61,60.41,141.96,278,10,2019,-6.463
2019-10-06,-20.7003,51.8937,340.1,0.1709,0.3558,63.29,58.66,120.62,279,10,2019,4.05
2019-10-07,-45.6285,-162.653,186.9,0.1305,0.3145,68.62,54.68,196.19,280,10,2019,-4.42
2019-10-08,46.8633,-50.3818,363.8,0.3525,0.3614,9.36,57.16,226.98,281,10,2019,-5.555
2019-10-09,11.2311,164.4479,57.1,0.3187,0.3877,57.7,66.24,179.08,282,10,2019,7.447
2019-10-10,21.4923,0.1444,505.4,0.2104,0.3601,20.38,51.0,219.57,283,10,2019,8.646
2019-10-11,34.7005,-24.2175,313.9,0.0,0.3929,34.16,41.07,183.63,284,10,2019,-2.881
2019-10-12,-0.1869,-15.2281,487.4,0.1693,0.4834,49.39,58.23,158.82,285,10,2019,10.225
2019-10-13,-49.5696,-104.8022,562.0,0.4416,0.4272,0.0,71.14,282.76,286,10,2019,-3.559
2019-10-14,4.4528,-47.2654,624.3,0.1842,0.2996,22.24,63.01,237.64,287,10,2019,12.878
2019-10-15,10.4209,-46.8672,97.5,0.3174,0.4221,16.96,56.79,265.58,288,10,2019,9.691
2019-10-16,29.4527,-161.1522,468.1,0.3413,0.3674,23.01,47.29,218.77,289,10,2019,8.129
2019-10-17,-8.2009,96.3243,42.6,0.2323,0.4006,65.66,61.16,160.09,290,10,2019,9.676
2019-10-18,-44.6904,-30.0584,339.1,0.0997,0.3322,46.79,72.59,176.75,291,10,2019,-7.981
2019-10-19,-25.9469,115.9848,205.8,0.0,0.3843,55.98,63.37,163.52,292,10,2019,2.127
2019-10-20,-16.4301,126.1253,417.2,0.2803,0.3938,59.24,66.39,144.14,293,10,2019,6.762
2019-10-21,17.5101,-103.6821,146.9,0.1316,0.3557,22.28,69.33,222.47,294,10,2019,13.657
2019-10-22,8.4934,56.6473,250.5,0.236,0.3439,56.73,65.17,153.93,295,10,2019,6.311
2019-10-23,-17.2684,-9.9786,140.9,0.0919,0.3606,20.19,60.93,233.64,296,10,2019,11.819
2019-10-24,58.3818,136.8564,173.6,0.1492,0.3342,70.3,67.0,151.0,297,10,2019,-10.738
2019-10-25,12.693,-102.3334,140.0,0.2263,0.4139,24.89,56.96,224.6,298,10,2019,11.832
2019-10-26,-31.5328,64.0128,407.7,0.2395,0.4088,63.9,44.53,193.5,299,10,2019,2.83
2019-10-27,-47.7861,38.7908,282.0,0.0854,0.3161,40.43,64.71,193.58,300,10,2019,-3.741
2019-10-28,-41.6569,-73.6915,373.0,0.3263,0.3643,13.92,73.31,250.22,301,10,2019,-4.92
2019-10-29,-30.4851,-130.8237,32.0,0.1608,0.4126,22.22,51.55,265.08,302,10,2019,10.413
2019-10-30,-40.7182,54.5903,768.7,0.0451,0.4081,33.29,57.59,233.16,303,10,2019,-8.841
2019-10-31,-37.612,85.8951,170.5,0.2075,0.3503,34.63,78.4,228.89,304,10,2019,-3.214
2019-11-01,-25.7886,-66.3742,495.0,0.2353,0.3552,12.67,57.26,234.28,305,11,2019,5.419
2019-11-02,-39.1952,52.1397,772.8,0.238,0.3586,63.63,44.99,167.77,306,11,2019,0.717
2019-11-03,47.6119,-37.7529,492.4,0.3509,0.2777,17.96,60.86,204.66,307,11,2019,-4.081
2019-11-04,-50.372,76.7545,219.0,0.1902,0.32,44.19,55.01,201.68,308,11,2019,-4.908
2019-11-05,2.9414,-108.2825,88.7,0.2408,0.4106,8.79,57.32,255.52,309,11,2019,22.917
2019-11-06,-10.7524,140.4774,714.4,0.1438,0.402,45.9,56.49,195.35,310,11,2019,8.329
2019-11-07,57.8854,-76.5325,269.2,0.2942,0.3006,15.24,45.81,255.51,311,11,2019,-7.428
2019-11-08,-46.5553,-47.597,88.0,0.2492,0.3427,57.71,49.22,149.94,312,11,2019,-3.756
2019-11-09,-12.2573,-159.0869,141.0,0.2209,0.3235,48.68,62.5,225.61,313,11,2019,16.497
2019-11-10,56.3365,-139.8556,795.1,0.0334,0.3493,42.48,48.52,213.81,314,11,2019,-10.274
2019-11-11,43.8609,5.7103,451.9,0.3883,0.3284,59.52,64.42,172.25,315,11,2019,1.378
2019-11-12,38.0486,-83.6666,87.2,0.1311,0.3247,5.14,80.07,254.11,316,11,2019,4.776
2019-11-13,-29.0517,120.7729,175.9,0.2069,0.3287,38.85,62.55,218.52,317,11,2019,4.505
2019-11-14,-39.4935,-174.7104,54.3,0.2951,0.3309,21.55,71.07,263.93,318,11,2019,3.705
2019-11-15,20.2372,-43.5261,16.1,0.1599,0.3281,46.24,53.2,202.77,319,11,2019,9.108
2019-11-16,51.5251,-58.5556,691.6,0.1022,0.3484,14.73,59.35,244.69,320,11,2019,-7.153
2019-11-17,6.8115,-173.0421,248.7,0.08,0.333,18.81,52.6,245.25,321,11,2019,29.001
2019-11-18,8.5935,-135.2274,943.5,0.3678,0.4301,19.45,53.92,280.4,322,11,2019,16.584
2019-11-19,-26.4025,-31.0886,631.3,0.2357,0.4125,26.09,54.16,226.02,323,11,2019,8.517
2019-11-20,32.3392,-2.5687,736.3,0.5818,0.288,43.13,70.92,206.8,324,11,2019,1.908
2019-11-21,-37.5548,-34.4557,114.8,0.1883,0.3294,32.45,48.94,252.1,325,11,2019,9.605
2019-11-22,-21.1585,11.1376,240.0,0.2136,0.3049,31.44,37.84,232.0,326,11,2019,16.178
2019-11-23,-8.9476,34.2474,273.3,0.2588,0.3243,61.54,58.94,209.21,327,11,2019,20.129
2019-11-24,0.9132,-176.4274,90.1,0.345,0.4398,29.17,70.23,218.18,328,11,2019,25.245
2019-11-25,-30.9108,-12.9257,497.5,0.2636,0.3098,33.18,59.33,222.89,329,11,2019,2.566
2019-11-26,-46.2196,166.8597,818.4,0.3595,0.3272,54.85,67.23,219.73,330,11,2019,-6.578
2019-11-27,13.2744,6.8516,142.9,0.2328,0.3582,32.76,66.89,219.77,331,11,2019,12.99
2019-11-28,-25.3643,63.9152,153.8,0.1898,0.2733,49.42,55.85,203.93,332,11,2019,8.084
2019-11-29,9.7486,-67.729,239.5,0.1607,0.2851,30.37,36.37,244.56,333,11,2019,20.823
2019-11-30,-41.4765,98.6369,258.3,0.0989,0.2472,46.91,55.73,187.27,334,11,2019,1.144
2019-12-01,-2.2632,98.2517,536.5,0.299,0.2802,54.02,68.21,198.37,335,12,2019,23.448
2019-12-02,3.9107,7.6666,10.4,0.325,0.1797,51.0,62.42,214.49,336,12,2019,27.416
2019-12-03,-53.7812,171.365,221.8,0.2558,0.3186,73.81,62.07,163.83,337,12,2019,-4.218
2019-12-04,-19.6075,-134.8019,119.2,0.483,0.4165,34.89,72.09,262.0,338,12,2019,19.836
2019-12-05,-43.8702,-173.8988,15.7,0.464,0.3046,44.96,58.89,243.86,339,12,2019,9.638
2019-12-06,-52.395,97.257,297.2,0.3013,0.2177,67.8,67.8,157.68,340,12,2019,-3.812
2019-12-07,58.7952,110.576,213.8,0.1509,0.2493,42.63,76.18,211.4,341,12,2019,-9.509
2019-12-08,-21.3175,-136.7254,151.3,0.3197,0.2815,28.02,62.4,264.11,342,12,2019,15.612
2019-12-09,37.1849,-84.3902,8.6,0.3076,0.2438,19.65,54.73,288.29,343,12,2019,10.089
2019-12-10,-29.4431,-173.6811,427.8,0.3141,0.3397,42.62,59.2,242.4,344,12,2019,10.45
2019-12-11,21.7803,-74.4089,961.4,0.3207,0.3381,22.48,29.75,267.97,345,12,2019,14.391
2019-12-12,31.2273,98.3311,356.0,0.3226,0.2339,65.48,64.48,208.39,346,12,2019,8.925
2019-12-13,11.4766,6.4658,698.4,0.3667,0.3316,37.58,61.38,257.91,347,12,2019,18.932
2019-12-14,-3.4109,-54.6856,256.1,0.3485,0.3701,24.56,79.89,247.58,348,12,2019,19.691
2019-12-15,-10.5791,-46.1739,363.1,0.4364,0.3858,7.15,61.34,296.51,349,12,2019,23.484
2019-12-16,-18.1358,-179.5127,138.9,0.4533,0.4302,35.03,71.07,279.43,350,12,2019,16.803
2019-12-17,51.5435,-72.0718,290.8,0.2983,0.2275,41.83,52.99,218.43,351,12,2019,3.697
2019-12-18,39.6743,52.7251,4.3,0.5363,0.4173,60.7,67.1,206.23,352,12,2019,10.271
2019-12-19,55.8032,170.71,776.8,0.2954,0.2499,42.91,39.01,214.11,353,12,2019,-3.484
2019-12-20,-45.0843,124.9419,680.0,0.2511,0.2407,84.84,52.87,119.24,354,12,2019,-0.295
2019-12-21,27.7041,-171.5058,397.2,0.474,0.2896,16.63,60.47,280.22,355,12,2019,15.775
2019-12-22,52.6009,143.4818,313.1,0.3315,0.2353,35.26,64.92,241.48,356,12,2019,2.146
2019-12-23,-38.252,101.9514,221.5,0.4682,0.2866,85.26,59.81,162.43,357,12,2019,9.891
2019-12-24,-52.0204,100.9354,420.7,0.1839,0.1955,60.33,58.2,176.83,358,12,2019,-0.445
2019-12-25,28.9345,-15.1215,370.2,0.5946,0.2521,31.14,63.0,244.27,359,12,2019,14.552
2019-12-26,8.9368,-36.7181,437.5,0.539,0.3276,10.05,60.9,317.61,360,12,2019,24.409
2019-12-27,41.0195,-70.9503,56.1,0.3035,0.2554,27.81,66.03,300.19,361,12,2019,14.814
2019-12-28,-43.2273,-156.3499,274.4,0.3082,0.2632,40.14,62.45,269.03,362,12,2019,7.921
2019-12-29,35.4321,-97.8353,514.5,0.6371,0.2785,3.77,72.64,276.2,363,12,2019,15.212
2019-12-30,-35.8047,-91.2227,578.5,0.4009,0.3111,17.9,58.14,299.76,364,12,2019,18.022
2019-12-31,-40.3613,-5.7323,235.2,0.3915,0.1677,32.97,60.8,244.18,365,12,2019,12.413
2020-01-01,-40.2881,89.08,357.2,0.2548,0.2773,63.84,57.93,200.79,1,1,2020,11.417
2020-01-02,37.749,-9.4285,639.8,0.4543,0.2325,19.93,52.34,272.2,2,1,2020,17.539
2020-01-03,19.8237,-159.176,577.1,0.4868,0.2511,51.67,57.48,260.81,3,1,2020,22.425
2020-01-04,2.7679,164.8043,533.0,0.5921,0.2927,58.98,84.16,260.78,4,1,2020,25.656
2020-01-05,-16.9403,159.3808,20.0,0.3815,0.178,41.6,58.2,263.56,5,1,2020,27.064
2020-01-06,45.2641,102.6682,463.2,0.3493,0.1885,56.27,57.25,222.21,6,1,2020,5.52
2020-01-07,-12.9066,176.878,142.8,0.5786,0.1357,39.04,65.56,282.61,7,1,2020,26.151
2020-01-08,37.9919,16.0136,700.7,0.6206,0.2063,33.84,59.43,277.81,8,1,2020,12.483
2020-01-09,-7.3038,166.5966,857.4,0.3883,0.2936,37.98,51.59,302.41,9,1,2020,31.601
2020-01-10,-14.7667,-152.7822,584.2,0.6562,0.2191,26.8,67.15,269.05,10,1,2020,23.204
2020-01-11,-4.4784,-48.3549,471.7,0.5599,0.1549,49.25,47.02,265.36,11,1,2020,29.142
2020-01-12,-23.8347,-98.8627,451.9,0.6621,0.1976,34.44,76.84,259.65,12,1,2020,18.653
2020-01-13,29.7131,-109.5001,77.6,0.5464,0.1467,35.17,76.09,275.82,13,1,2020,22.56
2020-01-14,0.3264,-129.3109,248.0,0.3193,0.158,30.07,50.24,293.25,14,1,2020,35.281
2020-01-15,-32.1345,44.0689,967.6,0.546,0.237,37.15,33.72,273.06,15,1,2020,20.378
2020-01-16,47.9489,101.2759,77.0,0.6545,0.164,58.99,62.16,209.4,16,1,2020,14.571
2020-01-17,-13.9331,28.1874,945.9,0.4942,0.2637,64.0,53.27,218.03,17,1,2020,18.727
2020-01-18,5.2263,-127.0934,171.2,0.5522,0.2009,5.17,94.28,297.8,18,1,2020,30.575
2020-01-19,48.7767,112.0046,830.2,0.5446,0.2225,68.09,63.87,210.53,19,1,2020,10.42
2020-01-20,14.9086,48.9437,262.7,0.3079,0.1872,89.92,44.14,203.42,20,1,2020,24.82
2020-01-21,-45.9722,-40.2603,534.4,0.7427,0.2518,43.0,59.94,242.53,21,1,2020,16.21
2020-01-22,52.7799,62.6869,5.3,0.4812,0.2556,78.98,69.01,220.11,22,1,2020,8.973
2020-01-23,15.325,-86.4342,266.1,0.6626,0.211,23.31,71.8,298.05,23,1,2020,27.405
2020-01-24,-19.8113,-55.7308,387.4,0.6058,0.2216,37.99,53.16,320.22,24,1,2020,27.232
2020-01-25,-43.2874,150.2949,703.8,0.7236,0.1939,39.14,62.57,301.12,25,1,2020,13.012
2020-01-26,35.283,-75.4184,38.0,0.652,0.2242,32.58,65.29,249.81,26,1,2020,20.544
2020-01-27,14.4087,-10.8042,299.6,0.6077,0.168,46.07,56.62,287.93,27,1,2020,31.29
2020-01-28,4.0153,140.4508,263.3,0.5494,0.1808,57.08,69.63,265.86,28,1,2020,34.831
2020-01-29,47.2671,74.7797,265.0,0.6912,0.1876,79.04,77.59,148.45,29,1,2020,7.447
2020-01-30,34.6317,-157.6068,519.3,0.443,0.1662,24.3,69.48,276.82,30,1,2020,19.962
